Name,Team,Season,Age,QS,K/9,ERA,WHIP,SV,HLD,BS,WAR,G,IP,GS,CG,TBF,W,L,H,R,ER,xERA,AVG,BABIP,SO,K%,K/BB,K-BB%,BB,IBB,HBP,BB/9,BB%,FIP,xFIP,GB%,HR,HR/9,LOB%,BK,WP,ShO,Pitches,Balls,Strikes,NameASCII,PlayerId,MLBAMID
"Bailey Ober","MIN",2023,27,12,9.103926417817304,3.4295613217804912,1.0669746334428196,0,0,0,2.436685800552368,26,144.1,26,0,577,8,6,125,58,55,3.63,0.23105360443622922,0.2761394101876676,146,0.25303293,5.03448276,0.20277296,29,0,7,1.8083141514842591,0.05025997,3.961737843985172,4.2025016418436785,0.342710997,22,1.3718245287121966,0.79109063,0,1,0,2327,772,1555,"Bailey Ober",21224,641927
"Nick Pivetta","BOS",2023,30,5,11.54439272915123,4.037383249539229,1.1214953470942302,1,2,1,1.8736795783042908,38,142.2,16,0,587,10,9,110,69,64,3.98,0.2071563088512241,0.2676923076923077,183,0.31175468,3.66,0.22657581,50,1,6,3.154205663702522,0.08517888,3.962984297350303,3.5475824510863716,0.364161849,23,1.4509346053031602,0.72496263,1,5,0,2383,830,1553,"Nick Pivetta",15454,601713
"MacKenzie Gore","WSN",2023,24,8,9.968215530813932,4.4229830500962475,1.4009780473770868,0,0,0,1.2015364170074463,27,136.1,27,0,582,7,10,134,71,67,5.2,0.25572519083969464,0.3092485549132948,151,0.25945017,2.64912281,0.16151203,57,0,1,3.7628363262012856,0.09793814,4.890737242036811,4.1110017086774775,0.387533875,27,1.7823961545163984,0.7846952,0,6,0,2462,910,1552,"MacKenzie Gore",22201,669022
"Seth Lugo","SDP",2023,33,17,8.610478659192433,3.567198301665436,1.202733526998308,0,0,0,2.8819541931152344,26,146.1,26,0,604,8,7,140,62,58,4.42,0.24778761061946902,0.29802955665024633,140,0.23178808,3.88888889,0.17218543,36,0,3,2.2141230837923396,0.05960265,3.8290722701098994,3.7568351433270974,0.451764705,19,1.1685649608904014,0.76771654,0,3,0,2378,831,1547,"Seth Lugo",12447,607625
"Tyler Anderson","LAA",2023,33,7,7.595744732226005,5.425531951590004,1.4893617122011773,0,0,0,1.1430579498410225,27,141,25,0,629,6,6,146,90,85,4.96,0.2616487455197133,0.30071599045346065,119,0.18918919,1.859375,0.08744038,64,1,7,4.085106410608944,0.10174881,4.921707037436484,5.516722394805814,0.309468822,20,1.276595753315295,0.67195767,2,6,0,2431,884,1547,"Tyler Anderson",12880,542881
"Ryne Nelson","ARI",2023,25,7,6.000000238418589,5.312500211099792,1.4236111676803365,0,0,0,0.7401869744062424,29,144,27,0,619,8,8,159,87,85,5.27,0.27797202797202797,0.29867256637168144,96,0.15508885,2.08695652,0.08077544,46,0,1,2.8750001142422406,0.07431341,5.067540431519353,5.300530139219024,0.366525423,24,1.5000000596046472,0.69025522,1,6,0,2358,836,1522,"Ryne Nelson",26253,669194
"Drew Smyly","CHC",2023,34,5,8.915691663013222,4.995316605518047,1.4262296356120443,0,1,2,0.8511165082454681,41,142.1,23,0,626,11,11,147,89,79,4.13,0.26063829787234044,0.3047858942065491,141,0.22523962,2.51785714,0.13578275,56,0,6,3.5409839228988687,0.08945687,4.95527470342867,4.706305390597732,0.347721822,26,1.6440282499173318,0.69524913,1,9,0,2406,888,1518,"Drew Smyly",11760,592767
"Graham Ashcraft","CIN",2023,25,15,6.858124048726171,4.757437403170407,1.3729978075527869,0,0,0,1.5428953170776367,26,145.2,26,0,624,7,9,148,78,77,4.96,0.26334519572953735,0.29205607476635514,111,0.17788462,2.13461538,0.09455128,52,0,10,3.212814869673521,0.08333333,5.060532476428985,4.574234104105646,0.477678571,23,1.4210527308171343,0.7424072,1,3,0,2326,820,1506,"Graham Ashcraft",27552,668933
"Tanner Bibee","CLE",2023,24,11,8.93661971830986,2.9788732394366195,1.176056338028169,0,0,0,3.029235601425171,25,142,25,0,585,10,4,122,49,47,3.69,0.22803738317757008,0.28608923884514437,141,0.24102564,3.13333333,0.16410257,45,0,5,2.852112676056338,0.07692308,3.5156037397787605,4.2233244150877,0.368286445,13,0.823943661971831,0.79973992,2,7,0,2326,845,1481,"Tanner Bibee",30134,676440
"Michael Wacha","SDP",2023,31,12,8.307692622246474,3.2158810150631516,1.1612903665505825,0,0,0,2.6552605628967285,24,134.1,24,0,553,14,4,113,49,48,4.27,0.22287968441814596,0.266304347826087,124,0.22423146,2.88372093,0.14647378,43,0,3,2.8808934093274066,0.07775769,3.887794725886811,4.466973701179314,0.344647519,15,1.004962817207235,0.79710145,1,3,0,2225,784,1441,"Michael Wacha",14078,608379
"Yu Darvish","SDP",2023,36,10,9.30806880691897,4.555012394875241,1.298288556993426,0,0,0,2.4523978233337402,24,136.1,24,0,574,8,10,134,71,69,3.79,0.25621414913957935,0.31868131868131866,141,0.2456446,3.27906977,0.17073171,43,0,8,2.838630912748338,0.07491289,4.025211537374527,3.9217576211092844,0.415789473,18,1.1882641030109322,0.71339174,1,1,0,2219,783,1436,"Yu Darvish",13074,506433
"Zack Greinke","KCR",2023,39,2,6.133489516153175,5.05854805455932,1.2716627748267177,0,0,0,1.1085837963037193,30,142.1,27,0,593,2,15,158,82,80,5.06,0.2791519434628975,0.29954954954954954,97,0.16357504,4.2173913,0.12478921,23,0,4,1.4543325656858044,0.03878583,4.744501731117315,4.424242569597451,0.431330472,25,1.5807962670497873,0.68666667,1,2,0,2221,792,1429,"Zack Greinke",1943,425844
"Luke Weaver","- - -",2023,29,2,7.932615146600562,6.404313145879353,1.5768195245536285,0,0,0,0.48705798387527466,29,123.2,25,0,563,3,6,155,90,88,5.55,0.29865125240847784,0.33070866141732286,109,0.19360568,2.725,0.12255773,40,0,4,2.9110514299451604,0.07104796,5.608140265369409,4.698730067916319,0.354523227,29,2.1105122867102413,0.68813131,0,3,0,2260,834,1426,"Luke Weaver",16918,596133
"Martín Pérez","TEX",2023,32,8,5.908235718364812,4.447059142855235,1.404705983219352,0,2,0,0.3609955757856369,35,141.2,20,0,608,10,4,150,74,70,4.86,0.2702702702702703,0.2925170068027211,93,0.15296053,1.89795918,0.07236842,49,1,4,3.1129413999986646,0.08059211,4.9915110724214955,4.9551086049128905,0.454945054,21,1.3341177428565705,0.74308756,3,2,0,2226,805,1421,"Martin Perez",6902,527048
"Griffin Canning","LAA",2023,27,8,9.850393774756437,4.322834678130523,1.2362204817240292,0,0,0,1.8298128582537174,24,127,22,0,536,7,8,121,62,61,4.01,0.24444444444444444,0.2964071856287425,139,0.25932836,3.86111111,0.19216418,36,1,5,2.5511811215196527,0.06716418,4.286536430234954,3.8181048542068847,0.426553672,22,1.5590551298175657,0.76219512,0,4,0,2180,761,1419,"Griffin Canning",19867,656288
"Michael Kopech","CHW",2023,27,5,9.324742497236274,5.427835184958428,1.5927835443040401,0,0,0,-0.9569365121424198,30,129.1,27,0,591,5,12,115,80,78,5.77,0.23517382413087934,0.26380368098159507,134,0.22673435,1.47252747,0.07275804,91,0,11,6.332474382451499,0.15397631,6.463803324963947,5.683723998390734,0.355113636,29,2.018041286715313,0.77664399,0,9,0,2432,1018,1414,"Michael Kopech",17282,656629
"Bryce Miller","SEA",2023,24,9,8.154822650844464,4.317259050447069,1.1421320239277961,0,0,0,1.8744062185287476,25,131.1,25,0,537,8,7,124,64,63,4.86,0.24603174603174602,0.2888283378746594,119,0.22160149,4.57692308,0.17318436,26,0,7,1.7817259573273618,0.04841713,3.978390641318008,4.311612187194702,0.335078534,18,1.2335025858420197,0.70561457,0,2,0,2095,681,1414,"Bryce Miller",29837,682243
"Nathan Eovaldi","TEX",2023,33,11,8.25,3.625,1.1388888888888888,0,0,0,2.39270281791687,25,144,25,2,577,12,5,117,59,58,3.98,0.22328244274809161,0.27055702917771884,132,0.2287695,2.80851064,0.14731369,47,0,6,2.9375,0.08145581,3.8800403594970705,3.9610748681343266,0.51025641,15,0.9375,0.74496644,0,2,1,2235,830,1405,"Nathan Eovaldi",9132,543135
"Kutter Crawford","BOS",2023,27,4,9.394330266355938,4.036082632952922,1.1056701465752257,0,2,0,2.440767392516136,31,129.1,23,0,527,6,8,107,59,58,3.25,0.22016460905349794,0.2694610778443114,135,0.25616698,3.75,0.18785579,36,0,5,2.505154737694917,0.0683112,3.8272053304520823,4.317229847244459,0.348571428,17,1.1829897372448217,0.71658615,0,4,0,2100,707,1393,"Kutter Crawford",20531,676710
"Kyle Hendricks","CHC",2023,33,12,6.109489051094891,3.7445255474452557,1.2043795620437956,0,0,0,2.6728904247283936,24,137,24,0,578,6,8,138,68,57,4.13,0.2522851919561243,0.2834467120181406,93,0.16089965,3.44444444,0.11418685,27,0,4,1.7737226277372262,0.0467128,3.8097848850445155,4.422652172302678,0.46325167,13,0.8540145985401459,0.66976127,0,0,0,2112,725,1387,"Kyle Hendricks",12049,543294
"Grayson Rodriguez","BAL",2023,23,7,9.516394037740366,4.352459288578927,1.3360656573227214,0,0,0,1.8339967727661133,23,122,23,0,515,7,4,121,62,59,4.21,0.25690021231422505,0.3220858895705521,129,0.25048544,3.07142857,0.16893204,42,0,2,3.098360849496863,0.0815534,3.927171549070464,3.780740816177725,0.472140762,16,1.1803279426654718,0.72230014,0,4,0,2104,718,1386,"Grayson Rodriguez",24492,680570
"Austin Gomber","COL",2023,29,12,5.633093525179856,5.503597122302159,1.4892086330935252,0,0,0,0.8883059620857239,27,139,27,0,603,9,9,164,88,85,5.74,0.29443447037701975,0.3108108108108108,87,0.14427861,2.02325581,0.07296849,43,1,3,2.7841726618705036,0.07131012,5.427702230000667,5.07760551734794,0.4164859,26,1.683453237410072,0.70276498,0,5,0,2163,780,1383,"Austin Gomber",16561,596295
"Mike Clevinger","CHW",2023,32,10,7.538071357923454,3.769035678961727,1.2258883723491678,0,0,0,2.188819169998169,24,131.1,24,2,549,9,9,121,56,55,4.1,0.242,0.2807486631016043,110,0.2003643,2.75,0.12750455,40,0,9,2.7411168574267104,0.07285974,4.282959181032087,5.154052555023584,0.30927835,16,1.0964467429706841,0.77235772,0,6,0,2105,725,1380,"Mike Clevinger",12808,605182
"J.P. France","HOU",2023,28,13,6.667481678138401,3.8288508646735373,1.356968218322997,0,0,0,1.2897580415010452,24,136.1,23,0,581,11,6,138,64,58,4.86,0.2593984962406015,0.28883495145631066,101,0.17383821,2.14893617,0.0929432,47,0,2,3.1026894937871767,0.08089501,4.663353321216073,4.80410857131911,0.427906976,19,1.2542787315309862,0.76683292,0,6,0,2206,832,1374,"J.P. France",21212,641585
"Marcus Stroman","CHC",2023,32,15,7.836585949155181,3.9512198062967294,1.258536679042662,0,0,1,2.664431169629097,27,136.2,25,1,575,10,9,120,68,60,4.27,0.23076923076923078,0.28316326530612246,119,0.20695652,2.28846154,0.11652174,52,0,3,3.424390498790499,0.09043478,3.5769916029731004,3.785491284450507,0.571072319,9,0.5926829709445094,0.658867,0,3,1,2208,844,1364,"Marcus Stroman",13431,573186
"Logan Allen","CLE",2023,24,7,8.54521311273831,3.8058512182784066,1.3962766524082204,0,0,0,1.6688657999038696,24,125.1,24,0,537,7,8,127,55,53,4.42,0.26024590163934425,0.31444759206798867,119,0.22160149,2.47916667,0.13221602,48,0,1,3.4468086505162927,0.08938547,4.188551035678566,4.283464203961432,0.426997245,16,1.1489362168387642,0.78776042,0,1,0,2134,771,1363,"Logan Allen",27589,671106
"Tylor Megill","NYM",2023,27,6,7.4802113829524215,4.7018471549986645,1.5751979526005628,0,0,0,0.6075466871261597,25,126.1,25,0,567,9,8,141,76,66,5.85,0.2803180914512923,0.3236842105263158,105,0.18518519,1.81034483,0.08289242,58,0,6,4.131926287726099,0.10229277,4.964802961314767,4.918596168254845,0.439086294,18,1.2823219513632722,0.71746385,0,8,0,2237,890,1347,"Tylor Megill",21318,656731
"Sean Manaea","SFG",2023,31,3,9.79036911835228,4.4362610067533765,1.2407933084022853,1,1,0,1.150171935558319,37,117.2,10,0,499,7,6,104,68,58,4.18,0.23162583518930957,0.2931596091205212,128,0.25651303,3.04761905,0.17234469,42,0,8,3.2124648669593414,0.08416834,3.900932766610589,4.012226036567369,0.408805031,14,1.0708216223197804,0.63988095,0,3,0,2053,707,1346,"Sean Manaea",15873,640455
"Shohei Ohtani","LAA",2023,28,12,11.386363636363637,3.1363636363636362,1.0606060606060606,0,0,0,2.3668508529663086,23,132,23,1,531,10,5,85,50,46,3.82,0.1827956989247312,0.2392857142857143,167,0.31450094,3.03636364,0.21092279,55,0,11,3.75,0.10357815,3.9974646019213127,3.5774796733350467,0.454545454,18,1.2272727272727273,0.80286169,0,12,1,2097,759,1338,"Shohei Ohtani",19755,660271
"Jake Irvin","WSN",2023,26,8,7.3636368279346325,4.6115705387065375,1.4214876929346316,0,0,0,0.7189339399337769,24,121,24,0,530,3,7,118,66,62,5.1,0.25213675213675213,0.2808022922636103,99,0.18679245,1.83333333,0.08490566,54,0,8,4.016529178873436,0.10188679,5.304627265588865,5.137156216374523,0.427792915,20,1.487603399582754,0.75,1,2,0,2149,812,1337,"Jake Irvin",21504,663623
"Clayton Kershaw","LAD",2023,35,11,9.36455660027394,2.4607593986121303,1.0632910981657353,0,0,0,2.3568882942199707,24,131.2,24,0,523,13,5,100,39,36,3.77,0.20833333333333334,0.25,137,0.26195029,3.425,0.18546845,40,0,3,2.7341771095690337,0.07648184,4.029723873874963,3.572727042387137,0.475073313,19,1.298734127045291,0.89347079,2,6,0,2029,693,1336,"Clayton Kershaw",2036,477132
"Hunter Greene","CIN",2023,23,7,12.214285714285714,4.821428571428571,1.4196428571428572,0,0,0,1.9957530498504639,22,112,22,0,498,4,7,111,65,60,3.82,0.251131221719457,0.33948339483394835,152,0.30522088,3.16666667,0.20883534,48,0,8,3.857142857142857,0.09638554,4.246111788068499,4.004109853027122,0.343859649,19,1.5267857142857142,0.72649573,0,5,0,2093,762,1331,"Hunter Greene",22182,668881
"Colin Rea","MIL",2023,32,4,7.941176754080611,4.548128504609804,1.187165817781748,0,0,0,0.7889637835323811,26,124.2,22,0,517,6,6,110,65,63,4.42,0.23157894736842105,0.2543859649122807,110,0.21276596,2.89473684,0.13926499,38,0,4,2.7433156059551203,0.07350097,4.8994254449380055,4.304686160635926,0.43767313,23,1.6604278667623096,0.72621035,1,2,0,2021,694,1327,"Colin Rea",12317,607067
"Aaron Civale","- - -",2023,28,7,8.534060034209416,3.457765703515884,1.1607629548445757,0,0,0,2.5625380277633667,23,122.1,23,0,504,7,5,109,47,47,3.69,0.23390557939914164,0.2869822485207101,116,0.23015873,3.51515152,0.16468254,33,0,5,2.4277929407664716,0.06547619,3.565667065723084,4.1014910633578365,0.389534883,12,0.8828337966423533,0.76804916,0,5,0,2010,689,1321,"Aaron Civale",19479,650644
"Shane Bieber","CLE",2023,28,12,7.5234375,3.796875,1.234375,0,0,0,2.077474355697632,21,128,21,1,533,6,6,124,56,54,4.83,0.25,0.29333333333333333,107,0.20075047,3.14705882,0.1369606,34,0,3,2.390625,0.06378987,3.8722278594970705,3.961619697092101,0.47150259,14,0.984375,0.74257426,1,8,0,1957,678,1279,"Shane Bieber",19427,669456
"Bobby Miller","LAD",2023,24,9,8.613941371148297,3.764075221005978,1.1018767206791005,0,0,0,2.8395957946777344,22,124.1,22,0,505,11,4,105,53,52,3.4,0.22483940042826553,0.2767857142857143,119,0.23564356,3.71875,0.17227723,32,0,6,2.316353982157525,0.06336634,3.5124130241812397,3.74706769685627,0.476744186,12,0.8686327433090718,0.71315372,0,10,0,1962,685,1277,"Bobby Miller",27483,676272
"Julio Urías","LAD",2023,26,11,8.974432207212978,4.6022729267758855,1.159090959336149,0,0,0,1.2382227182388306,21,117.1,21,0,482,11,8,112,61,60,4.16,0.24778761061946902,0.2829581993569132,117,0.24273859,4.875,0.19294606,24,0,6,1.8409091707103544,0.04979253,4.686858603382902,4.127336516672884,0.370820668,24,1.8409091707103544,0.74723247,1,2,0,1853,581,1272,"Julio Urias",14765,628711
"Ranger Suárez","PHI",2023,27,11,8.568000522949252,4.176000254882828,1.4160000864257865,0,0,0,2.40718936920166,22,125,22,0,540,4,6,129,59,58,4.36,0.26326530612244897,0.3240223463687151,119,0.22037037,2.47916667,0.13148148,48,0,2,3.4560002109375128,0.08888889,3.903040399047854,4.0456703933242055,0.485013623,13,0.9360000571289098,0.74626866,0,4,0,2024,753,1271,"Ranger Suarez",17277,624133
"Tyler Glasnow","TBR",2023,29,9,12.15,3.525,1.0833333333333333,0,0,0,3.206777334213257,21,120,21,0,485,10,7,93,52,47,3.55,0.2080536912751678,0.29411764705882354,162,0.33402062,4.37837838,0.25773196,37,0,1,2.775,0.07628866,2.9133736928304037,2.7450541749596598,0.512280701,13,0.975,0.70035461,0,11,0,1903,658,1245,"Tyler Glasnow",14374,607192
"Brandon Williamson","CIN",2023,25,7,7.538462030033342,4.461538752468712,1.2820513656519288,0,0,0,1.8338098526000977,23,117,23,0,491,5,5,111,63,58,4.77,0.24666666666666667,0.27844311377245506,98,0.19959267,2.51282051,0.12016293,39,0,2,3.0000001956255136,0.07942974,4.631108825296808,4.722528143947164,0.373563218,18,1.384615474904083,0.70189274,2,4,0,1940,705,1235,"Brandon Williamson",25463,682227
"Joey Wentz","DET",2023,25,1,8.347003656802713,6.899054042867549,1.6845426881075771,0,0,0,-0.6370133012533188,25,105.2,19,0,492,3,13,131,87,81,5.77,0.2943820224719101,0.32919254658385094,98,0.19918699,2.08510638,0.10365854,47,0,0,4.003154814997219,0.09552846,5.810245560559125,5.128505630148865,0.372832369,25,2.1293376675517126,0.63636364,2,2,0,1931,704,1227,"Joey Wentz",19962,666214
"Tyler Wells","BAL",2023,28,8,8.873595695786973,3.6404495162202966,0.9859550773096637,1,0,0,0.6259517073631287,25,118.2,20,0,470,7,6,83,50,48,3.96,0.19212962962962962,0.2,117,0.24893617,3.44117647,0.17659575,34,0,4,2.5786517406560434,0.07234043,4.982568486407165,4.6263028882563795,0.322683706,25,1.896067456364738,0.8255814,2,3,0,1905,685,1220,"Tyler Wells",20000,669330
"Shane McClanahan","TBR",2023,26,12,9.469565217391304,3.2869565217391306,1.182608695652174,0,0,0,1.8556742668151855,21,115,21,0,469,11,2,95,42,42,4.1,0.2219626168224299,0.273972602739726,121,0.25799574,2.95121951,0.17057569,41,0,0,3.208695652173913,0.08742004,3.9159099247144615,3.8448555612045787,0.436065573,15,1.173913043478261,0.8173913,0,1,0,1822,602,1220,"Shane McClanahan",21483,663556
"David Peterson","NYM",2023,27,4,10.378378467545883,5.027027070217537,1.567567581035576,0,1,0,1.0874420255422592,27,111,21,1,492,3,8,124,64,62,4.96,0.28440366972477066,0.3698630136986301,128,0.2601626,2.56,0.15853659,50,0,6,4.054054088885111,0.10162602,4.336121449866433,3.59427219394505,0.546052631,16,1.2972973084432353,0.73604061,0,6,0,1969,750,1219,"David Peterson",20302,656849
"Steven Matz","STL",2023,32,4,8.400000152587893,3.8571429272087268,1.333333357553634,0,0,0,1.9751522839069366,25,105,17,0,449,4,7,108,48,45,3.87,0.2608695652173913,0.3180327868852459,98,0.21826281,3.0625,0.14699332,32,0,3,2.742857192681761,0.07126949,3.750278463731277,3.962994423738281,0.445859872,11,0.9428571599843554,0.74451411,2,2,0,1867,650,1217,"Steven Matz",13361,571927
"Andrew Abbott","CIN",2023,24,9,9.878049240021554,3.868902619008442,1.317073232002874,0,0,0,2.1990509033203125,21,109.1,21,0,459,8,6,100,47,47,3.93,0.24154589371980675,0.302158273381295,120,0.26143791,2.72727273,0.16557734,44,0,1,3.6219513880079033,0.09586057,4.197113574054682,4.562992521799875,0.286206896,16,1.317073232002874,0.79934747,1,1,0,1898,706,1192,"Andrew Abbott",29911,671096
"Taj Bradley","TBR",2023,22,1,11.092356957413909,5.589172110324838,1.3853503521317974,0,0,0,0.8358131237328053,23,104.2,21,0,460,5,8,106,69,65,4.45,0.2523809523809524,0.30970149253731344,129,0.28043478,3.30769231,0.19565217,39,0,1,3.353503266194903,0.08478261,4.793256957381342,3.8321315563916536,0.365517241,23,1.977707054422635,0.67662566,0,6,0,1822,631,1191,"Taj Bradley",22543,671737
"Adrian Houser","MIL",2023,30,6,7.760479396453647,4.122754679366,1.3922156324656427,0,0,0,1.7576707266271114,23,111.1,21,0,481,8,5,121,56,51,4.21,0.2713004484304933,0.32047477744807124,96,0.1995842,2.82352941,0.12889813,34,0,1,2.7485031195773333,0.07068607,3.9915673392530886,4.300210458765406,0.466858789,13,1.050898251603098,0.7256894,0,2,0,1859,672,1187,"Adrian Houser",12718,605288
"Luis Medina","OAK",2023,24,3,8.699088650218687,5.416413687872013,1.5136778993043,0,0,0,0.43577029556035995,23,109.2,17,0,495,3,10,109,73,66,4.8,0.2534883720930233,0.3064516129032258,106,0.21414141,1.85964912,0.0989899,57,2,8,4.677811821344012,0.11515152,4.759599717239297,4.7734785449903825,0.437888198,14,1.1489362368213363,0.65414508,2,11,0,1950,764,1186,"Luis Medina",21649,665622
"Wade Miley","MIL",2023,36,9,5.9085875073625775,3.1412743710028894,1.138504203247079,0,0,0,1.067929744720459,23,120.1,23,0,490,9,4,99,44,42,4.33,0.22048997772828507,0.2344632768361582,79,0.16122449,2.07894737,0.08367347,38,0,3,2.8421053832883283,0.07755102,4.69271355045871,4.846529542759388,0.462809917,16,1.1966759508582434,0.81632653,0,2,0,1876,693,1183,"Wade Miley",8779,489119
"Paul Blackburn","OAK",2023,29,6,9.028939128248679,4.427652841737332,1.543408397991227,0,0,1,1.4948823302984238,21,103.2,20,0,464,4,7,117,54,51,4.42,0.2799043062200957,0.34983498349834985,104,0.22413793,2.41860465,0.13146552,43,1,3,3.7331190626412805,0.09267241,3.9592204410805674,4.334159610418503,0.413461538,11,0.9549839462570717,0.73848238,0,1,0,1876,727,1149,"Paul Blackburn",14739,621112
"Nick Martinez","SDP",2023,32,2,8.646526078355038,3.4259820310463356,1.2598187891942876,1,15,6,1.3911080360412598,63,110.1,9,0,461,6,4,99,45,42,3.98,0.23684210526315788,0.29,106,0.22993492,2.65,0.14316703,40,1,3,3.262840029567939,0.0867679,3.916671809937236,3.7914897876079445,0.537704918,12,0.9788520088703817,0.77476038,0,3,0,1753,621,1132,"Nick Martinez",12730,607259
