Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,PlayerId
"Michael Chavis","LAD","AAA",29,13,56,61,15,6,2,1,6,15,11,5,0,12,0,0,0,1,1,0,0.267857142,0.081967213,0.196721311,0.416666666,0.267857142,0.327868852,0.660714285,0.988583137,0.392857143,7.888900231749091,0.236842105,0.14391658175736666,11.598802256702456,3.1599234075537055,0.41228138521069385,137.4448248877569,,0.236842105,1.25,0.142857142,0.476190476,0.38095238,0.375,0.375,0.52272727,0.15909091,0.31818182,0.13270142,72,139,"17321"
"Eloy Jimenez","TBR","AAA",28,16,61,68,14,10,3,0,1,6,9,7,0,16,0,0,0,1,1,0,0.229508196,0.102941176,0.235294117,0.4375,0.229508196,0.308823529,0.327868852,0.636692381,0.098360656,3.539758139439194,0.295454545,0.033105374313890934,6.696128308941059,-1.89070260507948,0.30190423043335185,77.98136909867004,,0.295454545,2.181818181,0.204545454,0.545454545,0.25,0.181818181,0.09090909,0.46666667,0.26666667,0.26666667,0.13253012,98,151,"17484"
"Vimael Machin","BAL","AAA",31,16,61,68,21,17,3,0,1,7,11,6,1,9,0,0,0,2,3,1,0.344262295,0.088235294,0.132352941,0.666666666,0.344262295,0.402985074,0.44262295,0.845608024,0.098360655,3.7907019212235293,0.392156862,-0.06080114282667637,11.379897811749064,2.7930668977285276,0.38765925439921295,132.52733081267525,,0.392156862,2.6,0.294117647,0.509803921,0.196078431,0.1,0.1,0.48076923,0.30769231,0.21153846,0.09893993,103,180,"17684"
"DJ Stewart","PIT","AAA",31,9,28,30,3,1,0,0,2,2,5,2,0,7,0,0,0,0,0,0,0.107142857,0.066666666,0.233333333,0.285714285,0.107142857,0.166666666,0.321428571,0.488095237,0.214285714,0.14285714,0.052631578,-0.02945199329406023,0.9606431683072824,-2.827664587878249,0.21917200088500977,25.358107897615987,,0.052631578,0.7,0.15,0.35,0.5,0.3,0.2,0.47619048,0.19047619,0.33333333,0.16071429,39,73,"17766"
"Jakson Reetz","NYM","AAA",29,9,29,33,6,2,1,0,3,5,6,4,0,7,0,0,0,2,0,0,0.206896551,0.121212121,0.212121212,0.571428571,0.206896551,0.303030303,0.551724137,0.85475444,0.344827586,1.30357142125,0.157894736,-0.05890398658812046,5.189705452181751,1.0225669203776666,0.3751000418807521,124.53882712497597,,0.157894736,0.384615384,0.181818181,0.227272727,0.59090909,0.307692307,0.23076923,0.59090909,0.18181818,0.22727273,0.1627907,47,82,"17837"
"Sam Hilliard","COL","AAA",31,11,41,49,10,4,2,1,3,6,7,7,0,12,0,1,0,0,2,0,0.243902439,0.142857142,0.244897959,0.583333333,0.243902439,0.346938775,0.560975609,0.907914384,0.31707317,7.102021595601369,0.259259259,0.3439165847375989,8.20791189597027,1.4291403614081584,0.3864015863866222,121.08258633768038,,0.259259259,1.1,0.275862068,0.379310344,0.344827586,0.2,0.3,0.46666667,0.23333333,0.3,0.12820513,79,116,"17954"
"Scott Kingery","LAA","AAA",31,8,31,34,12,8,3,0,1,6,4,2,0,4,1,0,0,1,0,0,0.387096774,0.058823529,0.117647058,0.5,0.387096774,0.44117647,0.580645161,1.021821631,0.193548387,1.92170329,0.423076923,-0.05608342122286558,7.722202598288883,3.0185652069600715,0.4545601238222683,164.17512567029118,,0.423076923,1.5,0.259259259,0.444444444,0.296296296,0,0.125,0.59259259,0.22222222,0.18518519,0.09345794,36,71,"17975"
"David Fletcher","ATL","AA",31,5,18,21,2,2,0,0,0,3,0,3,0,2,0,0,0,2,0,0,0.111111111,0.142857142,0.095238095,1.5,0.111111111,0.238095238,0.111111111,0.349206349,0,2.64285714,0.125,-0.07604459300637245,0.39480210287795636,-1.969253225193161,0.19531621819450742,16.70020570965586,,0.125,3.333333333,0.1875,0.625,0.1875,0,0,0.625,0.0625,0.3125,0.08108108,27,47,"17992"
"Sam Haggerty","TEX","AAA",31,9,34,40,9,9,0,0,0,2,3,6,0,14,0,0,0,1,3,0,0.264705882,0.15,0.35,0.428571428,0.264705882,0.375,0.264705882,0.639705882,0,4.30552474374985,0.45,0.5235226163640618,4.411287544333683,-1.1224035042884488,0.3209743916988373,79.71691056789442,,0.45,5,0.1,0.75,0.15,0,0,0.5,0.3,0.2,0.12686567,55,79,"18054"
"Garrett Stubbs","PHI","AAA",32,9,31,39,8,5,2,0,1,5,8,7,0,7,1,0,0,0,0,0,0.258064516,0.179487179,0.179487179,1,0.258064516,0.41025641,0.419354838,0.829611248,0.161290322,1.30357142125,0.304347826,-0.127625304274261,6.691646441452758,1.7668463584115675,0.3929247015561813,135.8765092718341,,0.304347826,0.777777777,0.333333333,0.291666666,0.375,0.444444444,0.111111111,0.54166667,0.16666667,0.29166667,0.08275862,61,84,"18067"
"Brett Sullivan","SDP","AAA",31,10,39,42,9,7,1,1,0,4,9,2,0,10,0,1,0,0,0,0,0.23076923,0.047619047,0.238095238,0.2,0.23076923,0.261904761,0.307692307,0.569597068,0.076923077,4.29058440875,0.3,-0.04588643554598093,2.3177888277172687,-3.4925867733359692,0.25798184531075613,39.890516325607706,,0.3,0.692307692,0.266666666,0.3,0.433333333,0.23076923,0,0.46666667,0.2,0.33333333,0.08441558,54,100,"18217"
"Edwin Rios","CIN","AAA",31,16,58,65,9,5,1,0,3,6,7,7,0,23,0,0,0,1,0,0,0.155172413,0.107692307,0.353846153,0.304347826,0.155172413,0.246153846,0.327586206,0.573740052,0.172413793,0.9601648275000001,0.1875,-0.11780797317624092,4.617336364587137,-3.590663773814848,0.26774546458170967,56.254097060554955,,0.1875,1.545454545,0.2,0.485714285,0.314285714,0.09090909,0.272727272,0.48571429,0.25714286,0.25714286,0.15770609,108,171,"18316"
"Daz Cameron","MIL","AAA",28,9,37,41,12,7,3,0,2,4,8,2,0,9,2,0,0,0,1,0,0.324324324,0.048780487,0.219512195,0.222222222,0.324324324,0.390243902,0.567567567,0.957811469,0.243243243,3.682678368396454,0.384615384,0.0920093609020114,8.268698965924177,3.0913450324706164,0.4303931724734423,159.70897628798062,,0.384615384,0.466666666,0.153846153,0.269230769,0.576923076,0.133333333,0.133333333,0.32142857,0.42857143,0.25,0.14516129,71,115,"18353"
"Travis Blankenhorn","LAA","AA",28,9,33,36,6,3,3,0,0,1,1,3,0,12,0,0,0,0,0,0,0.181818181,0.083333333,0.333333333,0.25,0.181818181,0.25,0.272727272,0.522727272,0.090909091,0.21230158375,0.285714285,-0.09125351160764694,2.2052396272466046,-1.8474266494467395,0.253523384531339,54.41453790381936,,0.285714285,1.666666666,0.238095238,0.476190476,0.285714285,0.333333333,0,0.66666667,0.19047619,0.14285714,0.15107914,50,89,"18395"
"Juan Yepez","WSN","AAA",27,12,43,51,8,4,4,0,0,7,4,8,0,10,0,0,0,1,0,0,0.186046511,0.156862745,0.196078431,0.8,0.186046511,0.31372549,0.279069767,0.592795257,0.093023256,2.25223214,0.242424242,-0.11780797317624092,4.618329941341578,-1.8217932441738263,0.29204750061035156,71.71182612979744,,0.242424242,1.4,0.272727272,0.424242424,0.303030303,0.3,0,0.61764706,0.08823529,0.29411765,0.08018868,84,128,"18400"
"P.J. Higgins","CIN","AAA",32,14,53,55,8,6,2,0,0,3,5,1,0,11,0,1,0,1,0,0,0.150943396,0.018181818,0.2,0.09090909,0.150943396,0.163636363,0.188679245,0.352315608,0.037735849,1.60119047125,0.186046511,-0.06872131768614054,-0.7241855742094777,-7.669416460549619,0.1629119125279513,-10.427091425193707,,0.186046511,0.652173913,0.116279069,0.348837209,0.53488372,0.173913043,0,0.23255814,0.37209302,0.39534884,0.09405941,65,137,"18433"
"Ali Sanchez","TOR","AAA",28,7,19,22,6,5,0,0,1,3,5,3,0,7,0,0,0,0,0,0,0.315789473,0.136363636,0.318181818,0.428571428,0.315789473,0.409090909,0.47368421,0.882775119,0.157894737,1.08035714,0.454545454,-0.07853864878416061,4.038526958301085,1.2604346037650285,0.40785079381682654,145.37050763294448,,0.454545454,2,0.25,0.5,0.25,0.333333333,0.333333333,0.33333333,0.25,0.41666667,0.08695652,37,55,"18551"
"Jose Azocar","NYM","AAA",29,11,41,49,10,7,2,0,1,9,3,7,0,11,1,0,0,0,4,2,0.243902439,0.142857142,0.224489795,0.636363636,0.243902439,0.367346938,0.365853658,0.733200596,0.121951219,6.067823106710653,0.310344827,-0.236899689771235,6.751869356436053,0.5643000213330184,0.3508590058404572,109.1198981501776,,0.310344827,2.142857142,0.24137931,0.517241379,0.24137931,0.142857142,0.142857142,0.4,0.23333333,0.36666667,0.16091954,64,110,"18821"
"Yohel Pozo","STL","AAA",28,5,21,21,7,2,3,0,2,7,6,0,0,2,0,0,0,1,1,0,0.333333333,0,0.095238095,0,0.333333333,0.333333333,0.761904761,1.095238094,0.428571428,7.437751004016064,0.294117647,0.18036534078419209,4.967224470814743,2.3154090414848705,0.47379288219270255,187.31411001971532,,0.294117647,0.857142857,0.277777777,0.333333333,0.388888888,0,0.285714285,0.52631579,0.10526316,0.36842105,0.0625,18,46,"18848"
"Jahmai Jones","DET","AAA",27,16,54,61,14,12,2,0,0,5,2,3,0,19,3,0,1,0,1,1,0.259259259,0.049180327,0.311475409,0.157894736,0.259259259,0.333333333,0.296296296,0.629629629,0.037037037,2.9236058270961336,0.4,-0.42153182439506054,6.209783054502363,-1.4931093830748847,0.3060466875632604,80.61625038678972,,0.4,1.454545454,0.228571428,0.457142857,0.314285714,0.363636363,0,0.63888889,0.19444444,0.16666667,0.15555556,80,145,"18872"
"Seby Zavala","BOS","AAA",31,9,31,32,4,2,2,0,0,2,1,1,0,15,0,0,0,0,0,0,0.129032258,0.03125,0.46875,0.066666666,0.129032258,0.15625,0.193548387,0.349798387,0.064516129,2.01785714,0.25,-0.02945199329406023,-0.41257481909119065,-4.453436425689091,0.16325310431420803,-10.210070506189581,,0.25,0.181818181,0.1875,0.125,0.6875,0.09090909,0,0.6875,0.3125,0,0.18897638,43,84,"18887"
"Chris Okey","LAD","AAA",30,7,24,27,8,5,2,0,1,2,8,3,0,6,0,0,0,0,0,0,0.333333333,0.111111111,0.222222222,0.5,0.333333333,0.407407407,0.541666666,0.949074073,0.208333333,0.14285714,0.411764705,-0.040787942707538605,5.347840528404833,1.612599070584895,0.4213408077204669,143.17255226456186,,0.411764705,0.5,0.294117647,0.235294117,0.470588235,0.25,0.125,0.5,0.33333333,0.16666667,0.03603604,45,66,"19245"
"Stone Garrett","WSN","AAA",29,8,26,29,3,2,1,0,0,1,1,3,0,15,0,0,0,0,1,0,0.115384615,0.103448275,0.517241379,0.2,0.115384615,0.206896551,0.153846153,0.360742704,0.038461538,4.291566671498968,0.272727272,0.15091334749013186,0.15968747834033375,-3.5023433526390133,0.18616058292060061,4.36062626751911,,0.272727272,1.2,0,0.545454545,0.454545454,0.4,0,0.54545455,0,0.45454545,0.19548872,50,83,"19273"
"Armando Alvarez","MIN","AAA",30,12,49,53,12,9,2,0,1,7,8,4,0,18,0,0,0,0,0,0,0.244897959,0.075471698,0.339622641,0.222222222,0.244897959,0.301886792,0.346938775,0.648825567,0.102040816,2.01785714,0.366666666,-0.127625304274261,5.270382532837739,-1.4222945030900331,0.30311027787766365,78.7484963721566,,0.366666666,1.09090909,0.258064516,0.387096774,0.354838709,0,0.09090909,0.35483871,0.32258065,0.32258065,0.0875576,66,151,"19292"
"Nick Solak","PIT","AAA",30,8,30,33,9,6,1,0,2,6,5,2,0,5,0,1,0,1,2,0,0.3,0.06060606,0.151515151,0.4,0.3,0.333333333,0.533333333,0.866666666,0.233333333,6.438492060714285,0.291666666,0.32146135717630386,5.329821159871138,1.1626826280670528,0.3803862694538001,127.90122332611033,,0.291666666,0.8,0.142857142,0.38095238,0.476190476,0.3,0.2,0.33333333,0.38095238,0.28571429,0.09345794,36,71,"19294"
"Donovan Walton","NYM","AAA",31,14,50,57,9,8,0,0,1,4,6,5,0,5,2,0,0,1,0,0,0.18,0.087719298,0.087719298,1,0.18,0.280701754,0.24,0.520701754,0.06,0.9601648275000001,0.181818181,-0.14725996647030115,3.6793069960532456,-3.5184777406992644,0.25966945761128474,51.117213568035545,,0.181818181,1.428571428,0.209302325,0.465116279,0.325581395,0.357142857,0.071428571,0.40909091,0.25,0.34090909,0.10043668,89,140,"19314"
"Jose Rojas","NYY","AAA",32,14,46,56,12,5,5,0,2,7,10,8,0,14,1,1,0,0,0,0,0.260869565,0.142857142,0.25,0.571428571,0.260869565,0.375,0.5,0.875,0.239130435,1.2539682462500001,0.322580645,-0.13744263537228107,9.659444659682809,2.5879368481364833,0.3940569204943521,136.5966766509246,,0.322580645,0.857142857,0.212121212,0.363636363,0.424242424,0.214285714,0.142857142,0.45454545,0.21212121,0.33333333,0.09375,87,137,"19331"
"Sean Murphy","ATL","AAA",30,3,10,10,2,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0.2,0,0.1,0,0.2,0.2,0.5,0.7,0.3,0.14285714,0.125,-0.009817331098020077,0.9803130460300766,-0.28245620603176724,0.30135496854782107,77.63200160515676,,0.125,0.8,0,0.444444444,0.555555555,0,0.2,0.33333333,0.44444444,0.22222222,0.13333333,7,23,"19352"
"Weston Wilson","PHI","A,AAA",30,6,20,25,4,2,1,1,0,8,0,5,0,5,0,0,0,0,1,0,0.2,0.2,0.2,1,0.2,0.36,0.35,0.71,0.15,8.704711831509572,0.266666666,0.15640923520550132,3.4316953902286436,0.09643227208079364,0.34981258153915407,104.93013300958448,,0.266666666,0.714285714,0.2,0.333333333,0.466666666,0.285714285,0,0.26666667,0.13333333,0.6,0.05825243,46,57,"19358"
"Austin Hays","CIN","AAA",29,3,9,10,2,1,0,0,1,2,2,0,0,5,0,1,0,0,1,0,0.222222222,0,0.5,0,0.222222222,0.2,0.555555555,0.755555555,0.333333333,7.5,0.25,0.19018267188221216,0.9803130460300766,-0.28245620603176724,0.30135496854782107,77.63200160515676,,0.25,0.666666666,0,0.4,0.6,0,0.333333333,0.6,0.2,0.2,0.20512821,11,28,"19363"
"Trenton Brooks","SDP","AAA",29,15,60,74,19,9,5,0,5,15,18,11,0,10,0,3,0,1,2,0,0.316666666,0.148648648,0.135135135,1.1,0.316666666,0.405405405,0.65,1.055405405,0.333333334,5.1429180583719285,0.291666666,0.29803014919161797,15.991118571142799,5.753790131191857,0.441952398499927,156.20402007166066,,0.291666666,0.782608695,0.211538461,0.346153846,0.442307692,0.130434782,0.217391304,0.51851852,0.22222222,0.25925926,0.0890411,129,163,"19384"
"Brian Serven","DET","A,AAA",30,8,28,32,6,3,3,0,0,4,5,3,0,11,1,0,0,1,0,0,0.214285714,0.09375,0.34375,0.272727272,0.214285714,0.3125,0.321428571,0.633928571,0.107142857,2.295634915,0.352941176,-0.038564657792449,3.531921362444734,-0.8528816495687018,0.3160280007869005,79.46413923003763,,0.352941176,0.571428571,0.352941176,0.235294117,0.411764705,0,0,0.41176471,0.35294118,0.23529412,0.14728682,48,81,"19422"
"Yonny Hernandez","NYM","AA",27,5,15,17,3,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.2,0.058823529,0.058823529,1,0.2,0.25,0.2,0.45,0,1.08035714,0.214285714,-0.03734032064676285,0.7132501027029229,-1.3458837249833868,0.22371740266680717,34.63835585200148,,0.214285714,1,0.142857142,0.428571428,0.428571428,0,0,0.21428571,0.21428571,0.57142857,0.05172414,20,38,"19432"
"Andruw Monasterio","MIL","AAA",28,14,55,63,11,7,2,0,2,8,3,7,0,16,1,0,0,1,1,1,0.2,0.111111111,0.253968253,0.4375,0.2,0.301587301,0.345454545,0.647041846,0.145454545,3.4726450516832563,0.243243243,-0.3920798311010003,6.4059011897198515,-1.5495450982697656,0.3058988414113484,80.52221029247445,,0.243243243,0.409090909,0.205128205,0.23076923,0.564102564,0.409090909,0.09090909,0.48717949,0.20512821,0.30769231,0.12970711,89,150,"19455"
"Cooper Hummel","NYY","AAA",30,3,8,13,1,1,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0.125,0.384615384,0.23076923,1.666666666,0.125,0.461538461,0.125,0.586538461,0,2.64285714,0.2,-0.05890398658812046,1.8539892118398835,0.2123891841594866,0.3568615775841933,112.93793741339024,,0.2,0.5,0.4,0.2,0.4,0.5,0,0.4,0.2,0.4,0.04761905,31,32,"19458"
"Alex De Goti","TEX","AAA",30,10,38,41,7,5,2,0,0,4,3,1,0,11,0,1,1,1,0,0,0.184210526,0.024390243,0.268292682,0.09090909,0.184210526,0.2,0.236842105,0.436842105,0.052631579,2.64285714,0.25,-0.030590957030653954,0.11456780697429847,-5.5574655178633865,0.1980826660990715,2.0198718944863927,,0.25,1,0.259259259,0.37037037,0.37037037,0.3,0,0.31034483,0.31034483,0.37931034,0.09868421,54,98,"19477"
"Andrew Knizner","WSN","AAA",30,7,16,25,5,5,0,0,0,1,3,7,0,4,2,0,0,0,0,1,0.3125,0.28,0.16,1.75,0.3125,0.56,0.3125,0.8725,0,1.0309826214909377,0.416666666,-0.5822625029832125,5.557408834542548,2.4004857043879375,0.45606624364852905,176.03877590362407,,0.416666666,2.333333333,0.166666666,0.583333333,0.25,0.333333333,0,0.33333333,0.16666667,0.5,0.05,47,53,"19514"
"Zack Short","HOU","AAA",30,15,43,60,8,1,4,0,3,7,6,16,0,12,1,0,0,0,2,1,0.186046511,0.266666666,0.2,1.333333333,0.186046511,0.416666666,0.488372093,0.905038759,0.302325582,3.173884384637918,0.178571428,-0.18045871146023273,11.32301471153385,3.0224781386006527,0.41064944167931877,136.41304525368275,,0.178571428,0.588235294,0.129032258,0.322580645,0.548387096,0.235294117,0.176470588,0.4516129,0.32258065,0.22580645,0.09160305,127,135,"19562"
"Nate Mondou","SDP","AAA",30,6,20,25,4,3,0,1,0,3,3,4,0,4,0,0,1,1,0,0,0.2,0.16,0.16,1,0.2,0.333333333,0.3,0.633333333,0.1,4.36160714,0.25,-0.03568944986909628,2.441799622886908,-1.016757282501924,0.3065570443868637,70.60168994421636,,0.25,1.2,0.266666666,0.4,0.333333333,0.2,0,0.47058824,0.17647059,0.35294118,0.06504065,48,75,"19563"
"Mike Brosseau","SDP","AAA",31,8,28,31,7,4,3,0,0,3,4,2,0,6,0,1,0,0,1,0,0.25,0.064516129,0.193548387,0.333333333,0.25,0.29032258,0.357142857,0.647465437,0.107142857,5.157489015316013,0.304347826,0.16940904594957829,2.6015551115152316,-1.6870554511669202,0.2908355843636297,60.66195737502884,,0.304347826,2.2,0.304347826,0.478260869,0.217391304,0.2,0,0.39130435,0.39130435,0.2173913,0.12878788,46,86,"19683"
"Darick Hall","PIT","AAA",29,10,33,38,8,7,1,0,0,0,1,4,0,6,1,0,0,1,0,0,0.242424242,0.105263157,0.157894736,0.666666666,0.242424242,0.342105263,0.272727272,0.614832535,0.03030303,0.14285714,0.296296296,-0.11780797317624092,3.8299580025061184,-0.9685651553288879,0.30478754169062566,79.81534894236326,,0.296296296,1.75,0.185185185,0.518518518,0.296296296,0.125,0,0.55555556,0.18518519,0.25925926,0.07913669,58,81,"19717"
"Jason Delay","ATL","AA",30,6,27,29,4,1,2,0,1,4,2,1,0,8,0,0,0,1,0,0,0.148148148,0.034482758,0.275862068,0.125,0.148148148,0.178571428,0.333333333,0.511904761,0.185185185,2.64285714,0.166666666,-0.03041783720254898,1.433469005498399,-1.8311788285045727,0.23730920680931636,43.908840352337194,,0.166666666,1,0.157894736,0.421052631,0.421052631,0.125,0.125,0.31578947,0.31578947,0.36842105,0.16190476,29,76,"19806"
"Charles Leblanc","ATL","AAA",29,14,52,62,15,14,1,0,0,6,7,7,0,13,2,1,0,4,0,1,0.288461538,0.112903225,0.209677419,0.538461538,0.288461538,0.387096774,0.307692307,0.694789081,0.019230769,1.8588950529199144,0.375,-0.6706184828653932,8.030768592343566,0.20159922956013437,0.34056933560679037,102.57497596767355,,0.375,1.307692307,0.189189189,0.459459459,0.351351351,0.153846153,0,0.325,0.25,0.425,0.07377049,101,143,"19813"
"Joshua Palacios","CHW","AAA",29,5,13,19,3,2,1,0,0,1,1,4,0,2,1,1,0,0,0,1,0.23076923,0.210526315,0.105263157,2,0.23076923,0.421052631,0.307692307,0.728744938,0.076923077,1.7258867433834515,0.25,-0.5135411852970719,2.815287544878125,0.41602596596062147,0.3637819352902864,117.33975026384257,,0.25,0.6,0.333333333,0.25,0.416666666,0.2,0,0.58333333,0.16666667,0.25,0.02985075,30,37,"19818"
"Chuckie Robinson","LAA","AAA",30,10,37,42,11,9,1,1,0,3,9,2,0,9,2,1,0,0,0,0,0.297297297,0.047619047,0.214285714,0.222222222,0.297297297,0.357142857,0.378378378,0.735521235,0.081081081,3.4601648275,0.379310344,-0.06628040689975023,5.300368315918572,-0.5100072851346658,0.3391724910054888,91.22247303526784,,0.379310344,1.857142857,0.310344827,0.448275862,0.24137931,0.428571428,0,0.34482759,0.31034483,0.34482759,0.10674157,61,117,"19824"
"Abraham Toro","BOS","AAA",28,13,45,52,14,7,4,2,1,6,4,5,0,14,1,1,0,0,0,0,0.311111111,0.096153846,0.269230769,0.357142857,0.311111111,0.384615384,0.555555555,0.940170939,0.244444444,3.75396824625,0.419354838,-0.127625304274261,9.870224284134137,3.3038241734125484,0.4156228934343045,150.3140856131822,,0.419354838,1,0.25,0.375,0.375,0.25,0.083333333,0.4375,0.375,0.1875,0.13615023,70,143,"19844"
"Rene Pinto","ARI","AAA",28,10,38,42,12,4,4,0,4,10,12,4,0,12,0,0,0,1,1,0,0.315789473,0.095238095,0.285714285,0.333333333,0.315789473,0.38095238,0.736842105,1.117794485,0.421052632,5.823093365254022,0.363636363,0.15921206027269363,9.983641690518695,4.173266089465457,0.46665877955300467,171.82437721769614,,0.363636363,1.25,0.28,0.4,0.32,0,0.5,0.38461538,0.46153846,0.15384615,0.14569536,52,99,"19859"
"Tristan Gray","CHW","AAA",29,14,43,48,8,4,2,1,1,4,7,4,0,21,0,1,0,0,0,0,0.186046511,0.083333333,0.4375,0.19047619,0.186046511,0.25,0.348837209,0.598837209,0.162790698,3.7224025899999997,0.318181818,-0.07853864878416061,3.559653750636865,-2.5016386592599855,0.2716342657804489,58.72763611972718,,0.318181818,0.285714285,0.217391304,0.173913043,0.608695652,0.357142857,0.071428571,0.47826087,0.2173913,0.30434783,0.20618557,64,130,"19877"
"Emmanuel Rivera","BAL","AAA",29,9,36,41,7,7,0,0,0,2,6,3,0,8,1,1,0,2,1,0,0.194444444,0.073170731,0.195121951,0.375,0.194444444,0.268292682,0.194444444,0.462737126,0,3.8299203946470652,0.24137931,0.0920093609020114,1.7524899410231431,-3.4248639924304167,0.232521273740908,33.849143086382405,,0.24137931,2.833333333,0.206896551,0.586206896,0.206896551,0.333333333,0,0.34482759,0.24137931,0.4137931,0.16891892,54,94,"19890"
"Diego A. Castillo","NYM","AAA",27,8,26,27,4,2,1,0,1,1,3,0,0,7,0,1,0,4,0,0,0.153846153,0,0.259259259,0,0.153846153,0.148148148,0.307692307,0.455840455,0.153846154,0.14285714,0.157894736,-0.019634662196040154,0.33240390999873093,-3.0770730705682476,0.19463261851557978,9.7494105956232,,0.157894736,1.125,0.15,0.45,0.4,0.125,0.125,0.5,0.15,0.35,0.1047619,26,79,"19906"
"Jesus Sanchez","MIA","AAA",27,3,10,11,3,2,1,0,0,2,0,1,0,3,0,0,0,1,1,0,0.3,0.09090909,0.272727272,0.333333333,0.3,0.363636363,0.4,0.763636363,0.1,7.0619652460748235,0.428571428,0.170548009686172,1.5616155296864342,0.17256935241840599,0.3560529351234436,112.42358643236865,,0.428571428,1.5,0.285714285,0.428571428,0.285714285,0,0,0.14285714,0.28571429,0.57142857,0.11428571,12,23,"19913"
"Luke Williams","ATL","AAA",28,13,51,56,6,6,0,0,0,2,1,5,0,15,0,0,0,1,2,0,0.117647058,0.089285714,0.267857142,0.333333333,0.117647058,0.196428571,0.117647058,0.314075629,0,4.330708301460684,0.166666666,0.29200936388224363,-0.5877930112111414,-7.6593008227574675,0.1662369700414794,-8.312131257939017,,0.166666666,0.733333333,0.257142857,0.314285714,0.428571428,0.4,0,0.36111111,0.19444444,0.44444444,0.18090452,79,120,"19931"
"Cristian Pache","ARI","AAA",26,1,5,5,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.2,0,0.4,0,0.2,0.2,0.2,0.4,0,2.64285714,0.333333333,-0.005098492838442326,-0.04165331576647835,-0.7333646968442448,0.18536336421966554,-6.021776843049432,,0.333333333,1,0.333333333,0.333333333,0.333333333,0,0,0.33333333,0.33333333,0.33333333,0.22222222,7,11,"19948"
"Carter Kieboom","LAA","AAA",27,13,52,55,19,13,3,0,3,7,6,3,1,11,0,0,0,2,3,0,0.365384615,0.054545454,0.2,0.272727272,0.365384615,0.4,0.596153846,0.996153846,0.230769231,4.733830912816375,0.421052631,0.5235226163640618,11.308808060402624,3.6999828685471936,0.42996880963996603,148.62751837836535,,0.421052631,1.076923076,0.341463414,0.341463414,0.31707317,0.384615384,0.23076923,0.3902439,0.34146341,0.26829268,0.09134615,75,133,"19958"
"Eguy Rosario","SDP","AAA",25,7,25,28,4,4,0,0,0,2,3,3,0,10,0,0,0,1,2,1,0.16,0.107142857,0.357142857,0.3,0.16,0.25,0.16,0.41,0,4.715195970885842,0.266666666,-0.12437529023736715,0.4366442016958857,-3.4369395323396064,0.21271712226527079,11.272357374368427,,0.266666666,1.166666666,0.133333333,0.466666666,0.4,0.166666666,0,0.33333333,0.46666667,0.2,0.18181818,45,65,"19964"
