Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,PlayerId
"Walker Janek","HOU","A+",22,6,23,24,6,3,3,0,0,2,2,1,0,3,0,0,0,0,1,0,0.260869565,0.041666666,0.125,0.333333333,0.260869565,0.291666666,0.391304347,0.682971013,0.130434782,5.321428566964285,0.3,0.1424899883568287,2.78111138054138,-0.33064017585510425,0.3182004864017169,89.37446740645332,,0.3,1.4,0.294117647,0.411764705,0.294117647,0.4,0,0.52941176,0.05882353,0.41176471,0.14285714,25,45,"sa3025254"
"Ben McLaughlin","ARI","A+",23,7,16,24,5,3,0,0,2,4,5,8,0,3,0,0,0,0,0,0,0.3125,0.333333333,0.125,2.666666666,0.3125,0.541666666,0.6875,1.229166666,0.375,0.6542207712499999,0.272727272,-0.06286461045965552,6.8505054393622435,3.7400760331961678,0.5470993518829346,220.2430772349916,,0.272727272,0.666666666,0.23076923,0.307692307,0.461538461,0.166666666,0.333333333,0.23076923,0.38461538,0.38461538,0.06306306,50,61,"sa3025256"
"Austin Green","NYY","A",23,6,21,22,4,4,0,0,0,1,4,0,0,4,1,0,0,1,1,0,0.19047619,0,0.181818181,0,0.19047619,0.227272727,0.19047619,0.417748917,0,5.139659917499495,0.235294117,0.17604389740154147,0.6374851337491679,-2.4208557733476948,0.214888179844076,20.844148939377142,,0.235294117,1.166666666,0.235294117,0.411764705,0.352941176,0.333333333,0,0.35294118,0.35294118,0.29411765,0.08974359,27,51,"sa3025258"
"Khadim Diaw","MIN","A+",21,10,34,43,9,8,1,0,0,4,6,4,1,11,4,1,0,0,2,0,0.264705882,0.093023255,0.255813953,0.363636363,0.264705882,0.395348837,0.294117647,0.689466484,0.029411765,5.183155163138272,0.375,0.20886475779116154,5.419575000793898,0.24588997909542326,0.3503449615978059,104.75270485281108,,0.375,0.416666666,0.291666666,0.208333333,0.5,0.333333333,0,0.375,0.20833333,0.41666667,0.12359551,61,117,"sa3025259"
"Kyle DeBarge","MIN","A+",21,11,47,56,13,10,2,1,0,11,4,9,0,8,0,0,0,2,8,0,0.276595744,0.160714285,0.142857142,1.125,0.276595744,0.392857142,0.361702127,0.754559269,0.085106383,9.81744887170336,0.333333333,1.3578953761607409,8.232275122653517,1.4944527688136429,0.3784541998590742,122.18005596365948,,0.333333333,1.142857142,0.189189189,0.432432432,0.378378378,0.214285714,0,0.58974359,0.15384615,0.25641026,0.08457711,75,126,"sa3025260"
"Ryan Waldschmidt","ARI","A+",22,10,37,47,13,10,0,0,3,9,10,7,0,9,2,1,0,0,1,0,0.351351351,0.14893617,0.191489361,0.777777777,0.351351351,0.468085106,0.594594594,1.0626797,0.243243243,4.435240321680405,0.384615384,0.09141567582264543,10.967464689474843,4.876207102399609,0.4832857796486388,180.05255126209428,,0.384615384,1.181818181,0.172413793,0.448275862,0.379310344,0,0.272727272,0.4137931,0.27586207,0.31034483,0.06896552,88,115,"sa3025261"
"Caden Kendle","MIN","A+",23,9,30,36,9,4,4,0,1,6,7,4,0,6,2,0,0,1,1,0,0.3,0.111111111,0.166666666,0.666666666,0.3,0.416666666,0.533333333,0.949999999,0.233333333,5.396786920655051,0.347826086,0.07257650420069695,7.308324274793493,2.976867047325002,0.45353103346294826,168.72668690912653,,0.347826086,1.222222222,0.166666666,0.458333333,0.375,0.444444444,0.111111111,0.45833333,0.16666667,0.375,0.06716418,60,74,"sa3025262"
"Derek Berg","PIT","A",23,6,18,24,4,2,1,1,0,2,3,6,0,6,0,0,0,0,0,0,0.222222222,0.25,0.25,1,0.222222222,0.416666666,0.388888888,0.805555554,0.166666666,3.26785714,0.333333333,-0.03832976892590523,4.356457031505608,1.020085132854485,0.4043096899986267,130.5746830341935,,0.333333333,1.5,0.166666666,0.5,0.333333333,0.5,0,0.41666667,0,0.58333333,0.08163265,46,52,"sa3025263"
"Brandon Butterworth","SDP","A+",22,10,33,39,9,6,3,0,0,5,4,6,0,10,0,0,0,0,1,0,0.272727272,0.153846153,0.256410256,0.6,0.272727272,0.384615384,0.363636363,0.748251747,0.090909091,4.595845162362931,0.391304347,0.047091804444789886,5.625619352656908,0.9332073562327098,0.37475658380068266,119.88758354858547,,0.391304347,0.7,0.227272727,0.318181818,0.454545454,0.1,0,0.60869565,0.08695652,0.30434783,0.07878788,69,96,"sa3025264"
"Jay Thomason","MIN","A",23,9,23,33,5,2,2,0,1,4,1,9,0,5,1,0,0,0,3,0,0.217391304,0.272727272,0.151515151,1.8,0.217391304,0.454545454,0.434782608,0.889328062,0.217391304,5.182425427395653,0.235294117,0.5425053555518389,7.0275742982855745,2.4400629376402807,0.44334791826479364,153.18925111712537,,0.235294117,0.5,0.294117647,0.235294117,0.470588235,0.25,0.125,0.44444444,0.44444444,0.11111111,0.1023622,57,70,"sa3025265"
"Anthony Donofrio","SEA","A+",25,6,20,23,5,4,1,0,0,1,2,3,0,10,0,0,0,0,0,0,0.25,0.130434782,0.434782608,0.3,0.25,0.347826086,0.3,0.647826086,0.05,0.29910714,0.5,-0.04000475211068988,2.3662295201987806,-0.6145986607103759,0.32344283228335174,79.3816139874616,,0.5,2,0.4,0.4,0.2,0,0,0.3,0.3,0.4,0.2,35,65,"sa3025266"
"Brendan Durfee","SDP","A+",23,9,36,37,9,5,4,0,0,2,5,1,0,15,0,0,0,0,0,0,0.25,0.027027027,0.405405405,0.066666666,0.25,0.27027027,0.361111111,0.631381381,0.111111111,0.76785714,0.428571428,-0.07645409926772118,3.3270505510810624,-1.1247249327059976,0.3019288472227148,74.73536262549317,,0.428571428,3.333333333,0.38095238,0.476190476,0.142857142,0.333333333,0,0.57142857,0.0952381,0.33333333,0.22222222,45,99,"sa3025268"
"Edgar Alvarez","CHC","A+",24,6,20,25,0,0,0,0,0,4,1,5,0,7,0,0,0,1,0,0,0,0.2,0.28,0.714285714,0,0.2,0,0.2,0,2.64285714,0,-0.06371174938976765,-0.5134616258503956,-3.521418033814625,0.15385229587554933,-17.0701152613413,,0,1.166666666,0,0.538461538,0.461538461,0,0,0.46153846,0.15384615,0.38461538,0.13445378,50,69,"sa3025269"
"Marshall Toole","NYY","A",22,4,14,16,4,4,0,0,0,2,0,2,0,3,0,0,0,0,3,0,0.285714285,0.125,0.1875,0.666666666,0.285714285,0.375,0.285714285,0.660714285,0,6.4583333312499995,0.363636363,0.5712526822462678,2.109355250902766,-0.11489268153131618,0.3426135331392288,94.83453800918747,,0.363636363,8,0.181818181,0.727272727,0.09090909,1,0,0.72727273,0.09090909,0.18181818,0.06451613,22,40,"sa3025270"
"Lyle Miller-Green","CHW","A",24,9,34,38,10,3,4,2,1,9,4,4,0,10,0,0,0,0,4,0,0.294117647,0.105263157,0.263157894,0.4,0.294117647,0.368421052,0.617647058,0.98606811,0.323529411,10,0.391304347,0.7429279303178191,8.20624512253816,2.947681455002378,0.4510674100173147,156.0548781257543,,0.391304347,1.25,0.217391304,0.434782608,0.347826086,0,0.125,0.45833333,0.20833333,0.33333333,0.1483871,59,96,"sa3025307"
"Parks Harber","NYY","A",23,10,35,43,9,5,1,1,2,5,10,7,0,14,1,0,0,1,2,1,0.257142857,0.162790697,0.325581395,0.5,0.257142857,0.395348837,0.514285714,0.909634551,0.257142857,6.16277962832175,0.368421052,-0.15595436515286565,8.637344756610796,2.6596784381941996,0.4283371013264323,144.49359158774047,,0.368421052,0.875,0.285714285,0.333333333,0.38095238,0,0.25,0.23809524,0.19047619,0.57142857,0.12568306,67,116,"sa3025308"
"Alec Makarewicz","CHW","A+",24,7,25,27,5,3,1,0,1,2,5,1,0,8,0,1,0,1,0,0,0.2,0.037037037,0.296296296,0.125,0.2,0.222222222,0.36,0.582222222,0.16,0.76785714,0.235294117,-0.05751001462340355,1.9502924566532116,-1.5504280442928335,0.26241539805023756,55.71117306069304,,0.235294117,0.666666666,0.166666666,0.333333333,0.5,0,0.111111111,0.55555556,0.33333333,0.11111111,0.19191919,29,70,"sa3025309"
"J.R. Freethy","TOR","A",22,9,35,45,6,3,2,1,0,8,8,8,0,9,1,1,0,2,0,1,0.171428571,0.177777777,0.2,0.888888888,0.171428571,0.333333333,0.285714285,0.619047618,0.114285714,6.076826225250739,0.222222222,-0.551163149997592,5.128016556255172,-1.127680753715683,0.3204123324818081,81.97354031311119,,0.222222222,2.666666666,0.153846153,0.615384615,0.23076923,0.5,0,0.48148148,0.18518519,0.33333333,0.10497238,82,99,"sa3025310"
"Eddie Micheletti Jr.","TOR","A+",23,7,26,31,6,2,3,0,1,4,7,5,0,9,0,0,0,2,0,0,0.23076923,0.161290322,0.29032258,0.555555555,0.23076923,0.354838709,0.461538461,0.81637717,0.230769231,1.39285714,0.3125,-0.04000475211068988,4.617227385217489,0.5995894022529723,0.3798760829433318,114.92392805910676,,0.3125,1.166666666,0.235294117,0.411764705,0.352941176,0.5,0.166666666,0.47058824,0.17647059,0.35294118,0.09649123,44,70,"sa3025311"
"Nathan Archer","CHW","A",22,6,19,23,4,2,1,0,1,4,3,4,0,7,0,0,0,0,3,1,0.210526315,0.173913043,0.304347826,0.571428571,0.210526315,0.347826086,0.421052631,0.768878717,0.210526316,6.20253667377335,0.272727272,0.05946352146565914,3.588893463172022,0.4060786117687859,0.3754448527875154,112.75847420373051,,0.272727272,1,0.166666666,0.416666666,0.416666666,0.6,0.2,0.33333333,0.16666667,0.5,0.19767442,32,54,"sa3025314"
"Sam Kulasingam","KCR","A+",23,10,38,43,9,5,3,1,0,3,4,5,0,6,0,0,0,0,2,1,0.236842105,0.116279069,0.139534883,0.833333333,0.236842105,0.325581395,0.368421052,0.694002447,0.131578947,6.333217333697343,0.28125,-0.15884775295853615,5.080560659179657,-0.09312436251881825,0.33977591575578203,98.20003803617242,,0.28125,1.888888888,0.161290322,0.548387096,0.29032258,0.111111111,0,0.375,0.21875,0.40625,0.09248555,64,109,"sa3025316"
"Sean Keys","TOR","A+",22,8,27,39,6,4,1,0,1,7,4,10,0,9,2,0,0,0,1,0,0.222222222,0.256410256,0.23076923,1.111111111,0.222222222,0.461538461,0.37037037,0.831908831,0.148148148,4.9360336421599955,0.294117647,0.10856056958436966,7.150737031294842,2.096289246274967,0.422031900821588,141.47414980698477,,0.294117647,1.5,0.166666666,0.5,0.333333333,0.166666666,0.166666666,0.61111111,0.11111111,0.27777778,0.08484848,79,86,"sa3025317"
"James Tibbs III","SFG","A+",22,10,32,41,8,5,2,0,1,9,4,9,0,5,0,0,0,1,2,1,0.25,0.219512195,0.121951219,1.8,0.25,0.414634146,0.40625,0.820884146,0.15625,5.322871643971331,0.269230769,-0.1428465386852622,6.7638316341591995,1.4501813986254857,0.3995132184610134,127.29162316570553,,0.269230769,3.4,0.153846153,0.653846153,0.192307692,0,0.2,0.62962963,0.18518519,0.18518519,0.08333333,80,100,"sa3025333"
"Ryan McCrystal","CIN","A",22,8,28,32,8,5,2,0,1,6,5,4,0,7,0,0,0,1,0,0,0.285714285,0.125,0.21875,0.571428571,0.285714285,0.375,0.464285714,0.839285714,0.178571429,2.3587662275,0.35,-0.04312099004164338,5.7143761950315755,1.2658803301634114,0.400652963668108,128.45636746929802,,0.35,0.5,0.285714285,0.238095238,0.476190476,0.1,0.1,0.33333333,0.33333333,0.33333333,0.16666667,53,79,"sa3025334"
"Eric Rataczak","MIA","A+",24,5,14,19,3,2,0,0,1,3,4,5,0,7,0,0,0,0,3,0,0.214285714,0.263157894,0.368421052,0.714285714,0.214285714,0.421052631,0.428571428,0.849624059,0.214285714,5.998763103648361,0.333333333,0.510803559795022,3.4116683002693557,1.1256214302165413,0.4220982350801167,149.23877305238872,,0.333333333,0.5,0.142857142,0.285714285,0.571428571,0,0.25,0.14285714,0.42857143,0.42857143,0.11842105,35,41,"sa3025336"
"Casey Cook","TEX","A+",22,10,38,44,6,6,0,0,0,5,4,5,0,3,0,1,0,0,3,3,0.157894736,0.113636363,0.068181818,1.666666666,0.157894736,0.25,0.157894736,0.407894736,0,5.187761697648566,0.166666666,-0.9196527348831296,1.5880863416406872,-4.116791511752868,0.21622431142763657,27.837341700418907,,0.166666666,1.818181818,0.138888888,0.555555555,0.305555555,0.363636363,0,0.52777778,0.13888889,0.33333333,0.07344633,76,101,"sa3025356"
"Hudson White","BOS","A+",22,6,22,23,2,2,0,0,0,1,1,1,0,8,0,0,0,0,0,0,0.09090909,0.04347826,0.347826086,0.125,0.09090909,0.130434782,0.09090909,0.221343872,0,1.60119047125,0.142857142,-0.04313251096755266,-0.974427478947059,-3.9565227204936897,0.11594480794409047,-32.675934201272625,,0.142857142,1.5,0.23076923,0.461538461,0.307692307,0.5,0,0.28571429,0.35714286,0.35714286,0.15662651,29,54,"sa3025357"
"Cole Messina","COL","A+",22,7,25,28,5,3,1,0,1,2,2,3,0,4,0,0,0,0,1,0,0.2,0.107142857,0.142857142,0.75,0.2,0.285714285,0.36,0.645714285,0.16,4.022369163019319,0.2,0.16571021545678377,2.4716681249378833,-1.1571661822558725,0.30554905108043123,68.1119035949941,,0.2,1.125,0.19047619,0.428571428,0.38095238,0.25,0.125,0.47619048,0.28571429,0.23809524,0.09278351,33,64,"sa3025359"
"Kaelen Culpepper","MIN","A+",22,5,15,17,5,2,2,1,0,3,0,2,0,4,0,0,0,0,0,0,0.333333333,0.117647058,0.235294117,0.5,0.333333333,0.411764705,0.6,1.011764705,0.266666667,4.696428565,0.454545454,-0.05096939951181412,3.6616558900453753,1.6162455326296994,0.470130534733043,179.01815529436277,,0.454545454,2.5,0.363636363,0.454545454,0.181818181,0,0,0.27272727,0.36363636,0.36363636,0.1,24,46,"sa3025360"
"Caden Powell","HOU","A",21,10,40,44,13,7,5,0,1,7,5,3,0,14,1,0,0,1,2,1,0.325,0.068181818,0.318181818,0.214285714,0.325,0.386363636,0.525,0.911363636,0.2,4.990544781138811,0.48,-0.18130225408822298,8.892054393977013,2.803191199988213,0.4335716962814331,146.03800595742814,,0.48,1.5,0.4,0.36,0.24,0.333333333,0.166666666,0.42307692,0.15384615,0.42307692,0.14210526,81,109,"sa3025361"
"Max Holy","HOU","A",22,4,9,15,3,2,0,1,0,3,1,6,0,3,0,0,0,0,0,2,0.333333333,0.4,0.2,2,0.333333333,0.6,0.555555555,1.155555555,0.222222222,5.744047616964286,0.5,-1.0484603568911552,4.566694507042578,2.490945690910032,0.5627594868342082,220.00226961714304,,0.5,3,0.333333333,0.5,0.166666666,0,0,0.33333333,0,0.66666667,0.04477612,37,30,"sa3025362"
"Sam Antonacci","CHW","A+",22,10,32,47,8,7,0,0,1,10,9,8,0,7,5,1,1,1,5,1,0.25,0.170212765,0.14893617,1.142857142,0.25,0.456521739,0.34375,0.800271739,0.09375,6.755970063345103,0.28,0.25861654058098793,8.780885576982536,2.6870387790394203,0.4088793837505838,144.09429491969487,,0.28,1,0.23076923,0.384615384,0.384615384,0.2,0.1,0.2962963,0.2962963,0.40740741,0.05472637,90,111,"sa3025363"
"Ben Hartl","TEX","A",22,7,23,29,3,3,0,0,0,3,1,2,0,11,4,0,0,0,0,1,0.130434782,0.068965517,0.379310344,0.181818181,0.130434782,0.310344827,0.130434782,0.440779609,0,4.09719141249985,0.25,-0.5649959510192275,2.116783113129405,-1.8963312647268498,0.27062672171099433,52.746642976574186,,0.25,1.5,0.09090909,0.545454545,0.363636363,0.25,0,0.41666667,0.33333333,0.25,0.12149533,35,72,"sa3025364"
"Trevor Austin","HOU","A+",23,6,23,25,4,2,0,0,2,2,2,0,0,7,2,0,0,0,0,0,0.173913043,0,0.28,0,0.173913043,0.24,0.434782608,0.674782608,0.260869565,0.14285714,0.142857142,-0.05751001462340355,2.7270404110815143,-0.5143674601648236,0.3095118713378906,84.13135647853393,,0.142857142,0.857142857,0.071428571,0.428571428,0.5,0.142857142,0.285714285,0.57142857,0.28571429,0.14285714,0.08433735,34,49,"sa3025365"
"Jackson Appel","CHW","A+",23,8,27,34,7,3,2,1,1,5,5,7,0,6,0,0,0,2,0,0,0.259259259,0.205882352,0.176470588,1.166666666,0.259259259,0.411764705,0.518518518,0.930283223,0.259259259,3.94093405875,0.3,-0.14377503655850887,6.935958878491497,2.5276441735964768,0.4308263501700233,157.33810634684872,,0.3,1.111111111,0.095238095,0.476190476,0.428571428,0.222222222,0.111111111,0.23809524,0.19047619,0.57142857,0.05673759,59,82,"sa3025367"
"Rafe Perich","TEX","A",23,10,38,45,9,6,1,0,2,5,7,5,0,9,0,2,0,2,1,0,0.236842105,0.111111111,0.2,0.555555555,0.236842105,0.311111111,0.421052631,0.732163742,0.184210526,4.030719667873689,0.24137931,0.1103153033182025,5.917980688472348,-0.30926575992528843,0.34448627233505247,95.03366756899646,,0.24137931,1.5,0.193548387,0.483870967,0.322580645,0,0.2,0.29032258,0.12903226,0.58064516,0.08457711,74,127,"sa3025368"
"Drew Vogel","HOU","A+",23,8,25,31,5,3,1,1,0,4,0,6,0,11,0,0,0,0,2,1,0.2,0.193548387,0.354838709,0.545454545,0.2,0.354838709,0.32,0.674838709,0.12,7.414947845997215,0.357142857,-0.18323092814534903,4.033156584783782,0.013810824438322853,0.33637798601581204,100.34360876773975,,0.357142857,0.75,0.363636363,0.272727272,0.363636363,0.25,0,0.27272727,0.27272727,0.45454545,0.09322034,49,69,"sa3025369"
"Jason Schiavone","HOU","A",22,7,22,28,5,2,2,0,1,4,4,6,0,15,0,0,0,1,0,0,0.227272727,0.214285714,0.535714285,0.4,0.227272727,0.392857142,0.454545454,0.847402596,0.227272727,1.39285714,0.666666666,-0.06522523611783981,5.221124955445064,1.3463938319976463,0.4138523978846414,134.748058358169,,0.666666666,1,0.428571428,0.285714285,0.285714285,0.5,0.5,0.42857143,0.28571429,0.28571429,0.14615385,57,73,"sa3025370"
"Lucas Spence","HOU","A",22,11,33,43,9,8,1,0,0,7,1,9,0,11,1,0,0,0,4,0,0.272727272,0.209302325,0.255813953,0.818181818,0.272727272,0.441860465,0.303030303,0.744890768,0.030303031,6.0379528693060465,0.409090909,0.6532432306557894,7.573014107193948,1.6225341676139835,0.4007862917212553,127.26728237199158,,0.409090909,2.4,0.227272727,0.545454545,0.227272727,0,0,0.36363636,0.22727273,0.40909091,0.06074766,98,116,"sa3025371"
"Blake Burke","MIL","A+",22,10,33,42,7,4,2,0,1,4,7,5,0,12,2,2,0,0,1,2,0.212121212,0.119047619,0.285714285,0.416666666,0.212121212,0.333333333,0.363636363,0.696969696,0.151515151,3.1415106960748234,0.272727272,-0.8030143659561872,5.012654138117098,-0.04071262726280726,0.3413796737080529,99.19434647922795,,0.272727272,0.8,0.1,0.4,0.5,0.1,0.1,0.41666667,0.20833333,0.375,0.13291139,59,99,"sa3025381"
"Casey Saucke","CHW","A",21,5,20,22,1,1,0,0,0,1,0,2,0,10,0,0,0,0,1,0,0.05,0.09090909,0.454545454,0.2,0.05,0.136363636,0.05,0.186363636,0,5.936744209110033,0.1,0.1755405394360423,-1.0719465962551158,-4.116378193249516,0.11699937148527666,-35.21007327980007,,0.1,1,0.2,0.4,0.4,0.25,0,0.3,0.2,0.5,0.1686747,26,57,"sa3025382"
"Tommy White","OAK","A+",22,11,44,54,9,6,3,0,0,6,2,8,0,5,2,0,0,1,0,0,0.204545454,0.148148148,0.092592592,1.6,0.204545454,0.351851851,0.272727272,0.624579123,0.068181818,1.72373949,0.23076923,-0.20387759804725647,5.941378459893174,-0.5558073813095623,0.3288811246554057,91.44541352373147,,0.23076923,2,0.23076923,0.512820512,0.256410256,0.3,0,0.38461538,0.38461538,0.23076923,0.09302326,83,132,"sa3025383"
"Rodney Green Jr.","OAK","A+",22,11,48,57,9,4,0,1,4,10,7,9,0,18,0,0,0,0,2,1,0.1875,0.157894736,0.315789473,0.5,0.1875,0.315789473,0.479166666,0.794956139,0.291666666,7.386556270208132,0.192307692,-0.19707480259239674,8.288776521813224,1.4306359116547798,0.37632568468127336,120.8604050715392,,0.192307692,0.470588235,0.137931034,0.275862068,0.586206896,0.117647058,0.235294117,0.53333333,0.3,0.16666667,0.15517241,95,137,"sa3025384"
"Nick Kurtz","OAK","AAA",22,16,69,77,24,11,6,0,7,16,22,6,1,18,0,1,0,0,0,0,0.347826086,0.077922077,0.233766233,0.333333333,0.347826086,0.394736842,0.739130434,1.133867276,0.391304348,1.96350930875,0.377777777,-0.08157588541507721,18.51729718197822,7.8649419133806155,0.4698356032371521,173.8328915537197,,0.377777777,1.052631578,0.25,0.384615384,0.365384615,0.105263157,0.368421052,0.40384615,0.25,0.34615385,0.11501597,123,190,"sa3025385"
"Joshua Kuroda-Grauer","OAK","A+",22,3,12,12,4,4,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0.333333333,0,0.25,0,0.333333333,0.333333333,0.333333333,0.666666666,0,5.223214285714286,0.444444444,0.14903060346841812,1.291676027491197,-0.15214304833163322,0.32568273941675824,89.46245752814097,,0.444444444,2,0.333333333,0.444444444,0.222222222,0,0,0.44444444,0.22222222,0.33333333,0.18604651,9,34,"sa3025386"
"Emilien Pitre","TBR","A+",22,10,36,44,10,6,3,0,1,5,7,5,0,9,2,1,0,0,2,1,0.277777777,0.113636363,0.204545454,0.555555555,0.277777777,0.386363636,0.444444444,0.83080808,0.166666667,4.185224811194586,0.333333333,-0.24074094276875257,7.6266014673398175,1.9217236139462621,0.3916306644678116,133.68562243279447,,0.333333333,1,0.23076923,0.384615384,0.384615384,0,0.1,0.39285714,0.39285714,0.21428571,0.12290503,76,103,"sa3025391"
"Callan Moss","KCR","A+",21,10,35,40,7,3,2,1,1,4,9,5,0,8,0,0,0,0,1,0,0.2,0.125,0.2,0.625,0.2,0.3,0.4,0.7,0.2,6.9331452277977,0.23076923,0.098061203956604,4.655593398038233,-0.15713685470453365,0.3374128594994545,96.73497481777662,,0.23076923,1.875,0.148148148,0.555555555,0.296296296,0,0.125,0.37037037,0.33333333,0.2962963,0.10322581,59,96,"sa3025392"
"Connor Hujsak","TBR","A",23,9,38,41,6,4,0,1,1,6,3,3,0,11,0,0,0,1,1,0,0.157894736,0.073170731,0.268292682,0.272727272,0.157894736,0.219512195,0.289473684,0.508985879,0.131578948,8.42540862985598,0.192307692,0.1429279213771224,2.2514073274381263,-3.4223061033241646,0.24780659995427945,39.68137190770382,,0.192307692,1.625,0.192307692,0.5,0.307692307,0.5,0.125,0.61538462,0.11538462,0.26923077,0.15277778,45,99,"sa3025393"
"Will Taylor","PIT","A",22,3,11,11,4,2,2,0,0,2,1,0,0,4,0,0,0,0,0,0,0.363636363,0,0.363636363,0,0.363636363,0.363636363,0.545454545,0.909090908,0.181818182,2.64285714,0.571428571,-0.009582442231476307,2.164878684401699,0.6357082308532678,0.42329389398748224,141.57209743218033,,0.571428571,3,0.333333333,0.5,0.166666666,1,0,0.42857143,0.42857143,0.14285714,0.15555556,16,29,"sa3025403"
"Caleb Lomavita","WSN","A+",22,9,26,34,8,7,1,0,0,3,1,3,0,7,5,0,0,0,1,0,0.307692307,0.088235294,0.205882352,0.428571428,0.307692307,0.470588235,0.346153846,0.816742081,0.038461539,4.397474488211425,0.421052631,-0.01566255185753107,6.614686048079039,2.2063713431840197,0.41874924302101135,150.05022306447523,,0.421052631,1.666666666,0.157894736,0.526315789,0.315789473,0.5,0,0.52631579,0.05263158,0.42105263,0.13934426,47,75,"sa3025404"
"Ryan Stafford","BAL","A+",22,10,31,36,5,4,1,0,0,7,4,4,0,9,0,1,0,0,4,0,0.161290322,0.111111111,0.25,0.444444444,0.161290322,0.25,0.193548387,0.443548387,0.032258065,7.5,0.217391304,0.6849799826741219,1.6134342577329206,-3.054193076861806,0.2273754874865214,34.56647547191146,,0.217391304,0.8,0.142857142,0.38095238,0.476190476,0.2,0,0.30434783,0.26086957,0.43478261,0.08724832,51,98,"sa3025405"
"Eli Serrano III","NYM","A+",22,10,34,44,8,5,1,0,2,8,5,10,0,10,0,0,0,0,3,0,0.235294117,0.227272727,0.227272727,1,0.235294117,0.409090909,0.44117647,0.850267379,0.205882353,5.81594141249985,0.272727272,0.3843374541029334,8.174340302587021,2.4694624491934665,0.40754134275696496,143.28685929225466,,0.272727272,2.4,0.291666666,0.5,0.208333333,0.4,0.4,0.45833333,0.29166667,0.25,0.08196721,83,100,"sa3025407"
"Austin Overn","BAL","A+",22,7,23,30,6,4,0,0,2,4,3,6,0,10,0,1,0,0,4,0,0.260869565,0.2,0.333333333,0.6,0.260869565,0.4,0.52173913,0.92173913,0.260869565,5.383769757263128,0.333333333,0.6562249753624201,5.874560854994638,1.984871409499033,0.4203712979952494,151.0290458226063,,0.333333333,0.5,0.142857142,0.285714285,0.571428571,0.375,0.25,0.64285714,0.07142857,0.28571429,0.12307692,57,73,"sa3025408"
"Griff O'Ferrall","BAL","A+",22,10,38,45,8,3,4,1,0,8,4,4,0,7,2,0,1,0,3,0,0.210526315,0.088888888,0.155555555,0.571428571,0.210526315,0.318181818,0.368421052,0.68660287,0.157894737,9.838048822398362,0.258064516,0.47060247603803873,5.61942837209754,-0.21510579614586772,0.32969905029643665,96.31323101479703,,0.258064516,1.09090909,0.233333333,0.4,0.366666666,0.363636363,0,0.3030303,0.24242424,0.45454545,0.03333333,76,104,"sa3025409"
"Ethan Anderson","BAL","A+",21,10,39,47,13,9,3,0,1,6,11,8,0,10,0,0,0,1,7,1,0.333333333,0.170212765,0.212765957,0.8,0.333333333,0.44680851,0.487179487,0.933987997,0.153846154,5.619298855599158,0.428571428,0.7017490575090051,10.010975835394214,3.9171290374511005,0.44233021837599734,164.2800708211645,,0.428571428,1.125,0.392857142,0.321428571,0.285714285,0.25,0.125,0.37931034,0.27586207,0.34482759,0.09625668,84,103,"sa3025410"
"Dante Nori","PHI","A",20,10,40,48,10,9,1,0,0,9,2,7,0,11,0,0,1,0,2,1,0.25,0.145833333,0.229166666,0.636363636,0.25,0.361702127,0.275,0.636702127,0.025,5.192541351059692,0.344827586,-0.1703280285000801,5.953752538169118,-0.7189912591331287,0.33293002970675206,89.22495331794677,,0.344827586,5,0.333333333,0.555555555,0.111111111,0,0,0.4,0.23333333,0.36666667,0.10179641,61,106,"sa3025411"
"Kodey Shojinaga","PHI","A",22,7,24,28,9,6,3,0,0,6,4,4,0,4,0,0,0,0,0,1,0.375,0.142857142,0.142857142,1,0.375,0.464285714,0.5,0.964285714,0.125,3.389000259881564,0.45,-0.5415807077661157,6.48243192335839,2.5899980415987462,0.46639333026749746,166.53929444340085,,0.45,2.25,0.35,0.45,0.2,0,0,0.45,0.1,0.45,0.09009009,47,64,"sa3025412"
"Joseph Sullivan","HOU","A+",22,10,31,44,4,0,1,0,3,5,3,10,0,15,3,0,0,0,2,1,0.129032258,0.227272727,0.34090909,0.666666666,0.129032258,0.386363636,0.451612903,0.837976539,0.322580645,3.6269084123888113,0.076923076,-0.24074094276875257,7.9527683177795945,2.24789046438604,0.401105135679245,139.4029551929649,,0.076923076,1,0.375,0.3125,0.3125,0.2,0.6,0.375,0.3125,0.3125,0.09433962,72,87,"sa3025413"
"Seaver King","WSN","A+",22,10,39,43,5,4,1,0,0,3,3,4,0,19,0,0,0,0,3,0,0.128205128,0.093023255,0.441860465,0.210526315,0.128205128,0.209302325,0.153846153,0.363148478,0.025641025,6.145377744449265,0.25,0.4849799796938896,0.6818579925502755,-4.8933635459934255,0.19036087324452955,12.230150637715877,,0.25,4,0.25,0.6,0.15,0,0,0.35,0.2,0.45,0.12068966,56,118,"sa3025414"
